stateDescription,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01
Alabama,7362.47302,6041.02574,5894.61038,6064.53539,6413.9653,7169.37956,7794.07207,7906.56345,7102.06398,5983.28302,5811.72204,5814.56404,7120.43573,5744.7063,6254.17135,6181.17754,6781.58273,7277.51734,8243.23275,8335.44792,7601.76877,6732.68209,6066.34578,6728.00968,7280.36274,6778.65837,6264.53747,6120.37394,6914.25442,7054.39379,8008.47545,8260.47825,7639.48945,6461.85824,6201.62196,6859.71594,7521.61292,6901.00782,6663.81241,6374.5866,7242.95724,7789.94917,8660.00736,8347.30043,7212.96942,6683.05385,6331.37404,7141.88774,7402.728,6797.83636,6820.94994,6457.58173,6961.59508,7712.75716,8550.54482,8755.01461,8438.94882,7287.83009,6535.95405,7479.87933,7350.44558,6808.63313,6869.84338,6601.07485,7430.58303,8132.85106,9201.2669,9304.33069,8290.94193,7064.91591,6439.11596,7183.69257,7441.65892,7267.45693,6917.58391,6567.2134,7375.90246,8159.60413,8825.46684,9505.24287,8604.49504,7407.42847,6607.39397,7149.01705,7959.03288,7302.28586,6976.32628,6616.11198,7161.46191,8338.29639,8857.94534,8704.04386,7921.9559,6745.79405,6312.27553,6811.74905,7153.59302,6538.09475,6140.10244,5785.37336,6516.99188,7281.39152,8437.90342,8065.032,7422.65326,6396.99344,6141.67277,6964.80012,8086.52207,7427.48953,6923.10662,6239.46822,6933.68714,8230.91886,9032.34484,9154.18362,8169.19109,6633.44326,6217.23817,7815.0516,8147.00302,7036.97381,6736.34265,6395.86961,6832.32772,8348.77176,8807.71352,9226.12209,7634.76474,6461.04292,6359.99802,7008.43914,7149.77908,6587.39991,6561.12209,6442.71144,7254.37336,7728.74406,8667.80893,8390.14305,7500.5924,6565.28152,6459.509,6875.08317,7313.85836,6724.17875,6957.05391,6479.16646,6873.14982,7848.79871,8260.49919,8450.25927,7796.40186,6983.45922,6744.05591,7421.22556,8563.47246,7322.17446,7073.89548,6388.39677,7040.45563,7907.46159,8442.19332,8614.98509,8087.94712,6967.66486,6759.14673,7325.93351,8009.64078,7434.52386,7010.49851,6358.56122,7009.6097,8081.85578,8902.9838,8749.29027,7661.55163,6705.36285,6274.53251,6647.1321,7688.45908,6968.01711,6436.84691,6194.28071,6904.39354,8013.83925,8823.54098,8865.50135,8102.65939,6870.84835,6315.0103,7041.74402,7200.31745,6148.61528,6618.94861,6503.17404,6980.78642,7554.98592,8562.71345,8549.97382,7379.41741,6944.66252,6483.24745,7314.88765,8571.05263,6586.13724,6713.36877,6276.03058,7274.54457,8162.50338,8707.46856,8655.22967,8165.12099,7216.8753,6765.90881,7186.21551,7620.00922,6487.73106,6686.66241,6266.00059,7254.10561,7784.53318,8538.54546,8715.53689,8273.1129,7043.19292,6517.01852,6908.66325,7176.42851,6737.74734,6479.78199,5708.45118,6260.68982,7187.13224,8223.47991,8381.1636,7297.99223,6477.24728,6154.98385,7310.50707,7559.43726,6936.70306,6634.89267,6161.02403,6590.69643,7504.19944,8211.34062,8514.31719,7536.51923,6824.4375,6483.34643,6628.25214,7726.09409,6785.33508,6487.58825,6141.77423,7180.35205,8235.07041,8879.87429,8486.04952,7423.14707,6335.50907,6280.4966,7066.25434,7121.51804,6329.09534,6536.50754,6188.47785,6722.44477,7614.18498,8609.33791,8944.48439,7856.24154,6516.6225,6391.99899,6997.08197,8019.81521
Alaska,521.03566,486.09655,443.79575,442.19678,415.90066,414.23448,421.09334,422.70564,429.95111,437.61982,486.52873,532.92149,523.63796,495.40221,462.81658,450.73397,427.6181,414.67765,414.80118,434.10333,434.92343,445.86462,468.72441,492.18555,540.8805,475.38923,460.58553,445.36884,438.17776,418.3761,432.2715,442.98581,440.16756,452.74218,491.24501,525.49198,574.05769,508.18698,476.43956,483.37079,443.65906,426.6197,449.44645,456.30661,459.98377,472.60034,495.05528,542.75777,567.83673,520.65853,490.42653,469.23825,438.65294,437.96312,461.70201,455.34704,480.84249,493.75807,531.22302,564.92227,587.364,554.84579,522.26355,514.34858,458.16646,470.90915,472.69605,483.53149,489.09607,493.81628,547.96779,587.28579,609.0451,554.38369,555.84085,526.08323,482.26751,476.17843,492.04738,510.67588,496.46297,495.54176,541.15466,586.92854,622.15228,590.27895,542.68639,509.90923,488.30423,464.75492,472.88818,490.10523,498.29597,517.25789,547.75214,581.55858,622.89115,556.03016,532.85974,509.11918,481.76921,470.70977,483.18069,491.70948,481.4488,507.57267,538.87381,594.00632,597.8027,534.17688,548.42759,501.56775,477.74703,466.32686,487.39451,502.30834,483.97104,505.7446,535.67637,605.89437,618.90158,553.3496,561.59188,508.81309,481.60913,464.61511,474.85154,495.03089,485.06698,509.36119,561.50102,604.84795,618.73233,595.16679,556.74138,515.78731,480.61039,466.9367,491.53117,499.53195,487.93038,510.98373,566.05737,626.40148,613.73683,529.70697,540.50979,515.38197,495.83661,468.59587,480.33707,503.0162,487.79956,504.66318,526.26297,602.36499,601.22718,531.57257,551.97612,493.14285,470.94323,462.41728,475.16565,484.64498,484.49879,504.28877,529.62706,575.30753,581.79087,548.10099,536.69668,497.61053,472.21436,457.99089,474.12719,490.50291,482.17441,503.62391,526.41759,587.95367,577.08262,534.7513,526.8198,480.16147,468.77657,462.12759,473.04622,494.17691,470.27145,506.26737,534.24663,595.4741,606.48769,552.56027,555.55653,503.4197,470.96587,457.61245,476.90452,485.32444,473.55095,493.88845,536.43219,573.09594,573.57173,550.13723,535.54142,478.62848,472.05229,447.19017,466.20923,468.88325,465.29913,469.97137,505.7915,539.19117,560.98656,510.89413,509.19394,454.55938,458.88832,434.78571,460.51472,478.14797,450.46267,478.1763,491.10956,531.08578,593.40719,540.99683,535.20915,472.33587,432.8224,426.73726,449.82331,462.60538,445.3989,479.36493,523.34795,555.52783,541.50831,520.82789,544.33555,484.94142,461.04936,440.16252,453.8613,459.7656,459.58326,485.39478,533.55031,584.3587,579.88766,510.44735,527.44011,481.33635,467.39401,451.73102,462.97247,472.16051,462.04652,484.75807,521.95707,579.94887,586.66627,498.35934,544.1021,491.61997,469.50733,447.40639,470.75186,477.70227,455.98475,488.87172,506.7264,565.94126,588.20807
Arizona,4786.79176,4416.00228,4362.10349,4184.61427,5131.87593,5816.22924,6475.18991,6529.11864,6130.78171,5346.71813,4435.32443,4659.55421,4823.73186,4366.05466,4450.34679,4330.35307,4991.59858,5850.64629,6833.46647,6706.78299,6199.56076,5140.01694,4289.21564,4618.96297,4577.80462,4131.04775,4340.6142,4165.52237,4851.64026,6066.1777,7071.25491,7168.03161,6611.17603,5738.69494,4524.96817,4832.62744,4936.68895,4643.8768,4802.10763,4757.61066,5435.90426,6333.1374,7078.8564,7234.06092,6603.88221,5400.0833,4614.59133,5092.45114,5123.59025,4534.05382,4665.67108,4618.40946,5566.50775,6662.58298,7739.2347,7629.44677,7060.43523,5835.27017,4768.40002,5187.08377,5282.55521,4736.66767,4995.83252,4883.72414,6114.1328,7346.0726,8281.87084,8025.565,7090.32576,5911.80616,5107.71336,5476.50993,5850.64961,5067.90689,5177.65226,5139.9156,6385.79042,7211.11425,8462.07733,8540.64276,8019.52421,6302.18476,5371.81364,5663.93428,5811.33093,5426.56381,5230.86588,5170.65666,5912.03036,7199.49378,8400.32455,8492.20937,7623.84694,6301.7958,5261.26775,5437.53019,5461.17269,4823.85546,5004.79698,4881.01413,6353.22701,6608.25352,8303.8034,8337.61815,7426.75315,5836.24147,5054.80067,5341.39239,5414.01979,4803.03305,5013.31784,4960.90168,5605.46301,7036.53405,8481.68769,8091.29078,7409.50431,5797.042,4981.57299,5238.66282,5626.18133,5150.75866,5001.97591,5226.95614,5770.42939,7057.86887,8322.65069,8807.79548,7413.02546,5888.1716,4942.52661,5735.30487,5374.51344,4951.70277,5055.7937,5351.03322,6451.04421,7580.20859,8081.98799,8557.9714,7180.49074,5933.36386,5043.05174,5502.18135,5862.34184,5036.0213,5124.99318,5314.46469,6424.52212,7753.134,8548.32807,8298.92703,7185.34753,5509.7937,5034.06271,5570.10086,5549.41889,4775.09946,5083.18808,5306.98304,6389.12127,7738.94193,8709.91612,8201.59058,7548.93306,6212.66394,5181.37623,5600.45238,5716.21725,4716.84431,5348.46563,5329.679,5905.54668,7780.86513,8518.54018,8891.9613,7619.20303,6346.74842,5221.55748,5953.78755,5917.52937,5199.27303,5326.92745,5400.31385,6259.73033,8223.259,9119.63558,8522.70721,7089.43007,6369.00656,5273.34591,5536.66966,5639.50806,4836.31348,5401.53327,5517.06969,6414.56585,8119.11412,8867.29244,8651.80121,7397.75331,6180.92618,5116.11969,5504.26471,5461.68315,4865.99566,5267.59071,5705.91501,6614.6449,7859.38021,9086.48922,9054.33289,7872.87727,5801.70029,5133.5834,5622.10927,5781.56747,5288.11633,5239.30571,5437.79314,5822.49825,7512.25889,9107.02843,9353.41169,7656.92723,5977.1805,5117.42416,5635.65822,5769.42878,5238.41831,5172.09242,5391.69661,7075.00123,7869.86641,9559.07379,9843.02247,8003.82591,6801.56566,5460.70035,5775.38208,5855.95802,5005.46086,5390.50345,5782.4182,6841.8742,8774.78094,9208.129,9117.93948,8025.90527,6092.92113,5392.90746,5731.19198,5891.40192,5254.56634,5666.35539,5912.21128,7163.62527,8736.95663,9784.79734,9251.04031,8411.93682,6533.29865,5488.18935,6102.13772,6175.46899,5474.58865,5638.95443,5889.67115,7001.27492,7727.29244,10673.30122,10121.75565,8085.44509,6987.36561,5615.3655,5938.68825,6326.08483
Arkansas,3804.21013,3256.8653,3031.50981,2973.53436,3076.88704,3550.33976,4176.61212,4428.11278,4072.3678,3347.34134,2907.91144,3106.75713,3503.38715,3310.43178,3144.59682,2963.44558,3262.28019,3578.27957,4153.34307,4196.4967,4207.77467,3778.88883,3084.15613,3266.4775,3594.19575,3511.83788,3308.37887,2998.51651,3259.13075,3622.15842,4162.9148,4338.51417,4214.73235,3414.26193,3149.65695,3533.96064,3653.84691,3519.24221,3287.67028,3145.55948,3288.76726,3814.33359,4146.96463,4303.57682,4132.05992,3709.58208,3283.06532,3387.69147,3763.0324,3511.34879,3337.13069,3216.47939,3357.64108,3956.61269,4593.83827,4745.92217,4637.82258,4005.43965,3434.48461,3605.17068,3834.75164,3528.13991,3540.07138,3370.72149,3580.90443,4102.61003,4618.23448,4997.88545,4395.08664,3679.12862,3379.36419,3608.72573,3841.23546,3864.08046,3560.24924,3311.10728,3450.73611,4014.5906,4450.81846,4838.38713,4626.90868,3954.10863,3484.28718,3658.38176,3998.72387,3908.15384,3634.85143,3363.83544,3466.53489,4087.87982,4545.60403,4713.95741,4057.11751,3517.59791,3254.65885,3585.76603,3772.84655,3483.29267,3271.88382,3008.21037,3090.73646,3682.34674,4442.94229,4333.13236,3896.95516,3406.57913,3162.99592,3621.18253,4252.1924,3944.85522,3643.32688,3297.28929,3446.7695,4253.03644,4867.71438,5101.09148,4562.14167,3734.96978,3326.12682,3764.77115,4233.94154,3974.95746,3512.73349,3415.50683,3467.03632,4300.11977,4960.12603,5147.21255,4334.64983,3635.37173,3325.98248,3620.19099,3910.68016,3665.35577,3494.36748,3355.27243,3592.7111,4201.9108,4834.79941,4985.9199,4330.1183,3633.82586,3357.22246,3497.38333,3960.91045,3703.58415,3698.68615,3486.06276,3346.67071,3872.08868,4524.01751,4581.19435,4421.95903,3843.90449,3367.28006,3876.67567,4254.63962,4107.54504,3787.50857,3342.74329,3258.89459,3861.54514,4376.91432,4547.15017,4483.48046,3762.9029,3500.61083,3796.36607,4081.71925,3854.60545,3970.71984,3236.28585,3309.23546,3901.36578,4659.50087,4858.08978,4254.26,3695.279,3211.76438,3432.32835,3898.51201,3745.09588,3423.37146,3220.02729,3290.52282,3862.87434,4826.16325,4741.33775,4348.99527,3819.34525,3402.84505,3609.34764,3973.74267,3476.25442,3462.02131,3331.79846,3459.16557,4017.18429,4485.16018,4672.97906,4147.84408,3929.58641,3459.24098,3670.97358,4485.75249,4005.06461,3650.1076,3449.07177,3708.62272,4433.56505,4967.55383,4849.8509,4555.61377,4046.95213,3577.78029,3872.77283,4068.21566,3910.68729,3827.85859,3383.60424,3470.9167,4011.5362,4554.09307,4846.56108,4663.8141,3982.6958,3580.74446,3792.30481,3961.33375,3816.53509,3615.50534,3178.00961,3200.6559,3740.83358,4524.33454,4683.54259,4258.33998,3638.05122,3379.52624,3854.33518,4239.09226,4077.78764,3837.47948,3417.29954,3534.74677,4091.86277,4731.25606,4952.04007,4598.59912,3889.6979,3560.0322,3733.2482,4156.50802,3974.99161,3795.94289,3461.43839,3717.68796,4288.41258,5121.2448,4963.52206,4319.5991,3727.63907,3519.11224,3951.56427,4245.31729,3895.9218,3578.63469,3426.56209,3665.63599,4232.2363,4852.03809,5216.01755,4718.83341,3835.56799,3651.22771,3939.32635,4598.63147
California,21744.31668,18305.55916,21351.40877,18855.59986,19862.25747,21194.24204,21538.5926,23772.48986,20600.89551,21599.95702,18974.18846,19959.27055,19863.78826,17781.30058,18227.13269,18614.3083,18614.74774,19525.50947,22334.83523,22224.41865,21095.01117,20947.43349,16962.60477,19022.24164,19979.42062,17313.00192,18402.45574,17997.58252,18261.64375,20122.93697,23328.70407,23466.08043,23341.4242,21974.54643,18171.85205,20861.66731,20188.60818,17876.56326,19782.72737,19642.46579,18916.76083,22036.13959,22530.17589,24507.42877,23408.38985,20927.03626,19279.07424,22930.60298,20470.91439,18295.02633,20709.51102,18656.34817,19412.20267,21866.98214,22741.96278,26405.94837,23475.09626,20920.68317,19907.608,21387.22369,20936.25593,19005.52089,21352.8535,18203.52845,20582.28385,23237.30301,25206.30419,27517.48049,23681.32093,21866.50571,20058.98806,21310.183,22130.08217,19167.55698,20314.46358,19585.63088,21178.61335,22041.11736,25005.52383,25919.90816,24974.68083,22667.36763,20225.21533,21024.75088,22619.92118,19970.29197,19927.15291,20365.69197,20942.15129,22304.47495,26288.46887,24807.84671,25582.49401,23521.79003,19377.18211,22447.75299,20947.60131,19092.35221,19875.74023,19983.83161,19871.82738,22028.05018,24414.20538,24681.49144,24862.93914,22723.89505,19159.06335,21942.67871,20256.04117,19038.03972,20861.1222,20255.5442,19017.65044,22036.60059,23616.31093,24533.6822,23995.94283,22506.20984,20114.54453,22299.20337,21010.16506,19138.65064,21515.34905,19410.33981,20191.00534,21788.56284,23355.01714,26070.62769,25141.56538,22072.76711,20439.4777,21808.17226,20887.54582,19050.37778,20177.82627,18947.64026,20601.20138,22015.22553,23334.0055,26232.37481,24117.85582,23816.73852,20023.56125,20333.68509,22027.28785,19212.52513,19826.85673,19388.69189,21327.50374,21981.27767,25635.01529,25147.41773,24297.23707,22151.80762,18993.75588,21343.08239,21034.00821,18727.999,18994.25775,19847.00878,20712.60859,22629.65735,25635.58041,25279.32014,25534.89975,24204.13895,18667.42027,21317.88684,20436.66481,18225.2253,19904.83465,20019.54761,19441.5892,22091.3992,25191.35795,24552.18144,25544.6546,24329.32375,19884.18538,21549.47309,20116.80006,18596.84251,20224.89424,19147.80093,19390.174,22358.25372,23899.79588,27016.02584,24190.1914,21407.81419,19741.32936,20756.71284,20697.11019,18102.53193,19674.73727,18532.71506,20051.04226,23250.03827,25465.17454,26750.18665,24201.25166,21240.28375,19418.38153,19884.4839,20455.0495,17968.25944,21509.26676,18388.98709,19877.98039,21098.82609,25342.87046,29874.59826,20312.25885,22414.81919,18310.46184,19670.89409,21107.55995,17808.23003,19565.46263,17833.06189,20217.63469,19458.26464,24800.78171,26016.96997,22952.42836,22118.00421,17072.51452,21427.79741,20562.24693,16783.77126,19334.99603,16963.48016,18956.69382,21459.87126,26098.31993,24001.90557,23975.36364,23587.97568,16723.70403,21726.34372,18579.70886,16063.97068,21151.14217,15304.45053,18604.99369,22391.08085,26068.01914,26005.66433,23607.68684,20641.27103,18754.52085,20077.35605,20422.44347,16636.41958,19752.80989,18170.50477,18943.67664,21564.76439,24188.1955,27435.43426,26005.26868,21570.34154,18003.13589,19176.14139,20405.59028,17343.20593,19403.18705,16154.09389,18182.38622,19223.82354,22940.58818,25018.2423,22347.58343,20282.41442,18378.73369,18560.06591,20044.01987
Colorado,3867.27174,3410.23549,3519.88616,3266.12375,3445.89435,3685.90454,4172.48104,4044.75599,3975.55517,3620.81002,3440.97983,3786.13993,3740.56968,3697.28275,3650.34863,3427.41195,3646.81021,3864.06095,4413.48339,4320.80672,3945.36075,3715.6894,3700.22936,3814.64223,3779.57465,3577.03451,3634.3021,3475.74079,3611.76708,3705.38487,4621.38438,4551.10975,3966.17843,3834.81523,3812.86673,3924.48646,3866.92263,3732.65274,3665.34083,3597.13734,3705.70458,3971.40155,4286.74689,4267.53685,4053.66679,3794.27528,3817.76447,3964.69106,3987.99336,3631.59634,3835.99052,3572.32761,3852.78957,4074.28511,4736.26678,4653.17356,4172.87862,3933.3902,3677.01678,4225.52756,3951.1843,3709.98327,3983.51297,3696.0964,3957.18548,4581.14499,4769.85737,4766.2541,4133.3038,4019.83804,3912.56464,4252.77265,4420.40676,3864.87973,3971.18999,3776.42249,4004.5632,4311.1294,4988.14052,4989.53342,4419.93961,4176.55563,4088.74142,4287.65381,4463.16663,4142.1366,4139.47369,3940.20268,4114.95382,4394.30888,5128.08103,4863.51054,4300.81039,4146.94163,4114.2738,4394.61333,4324.20517,3929.04536,4015.46496,3919.31761,4046.95893,4072.89491,4746.90852,4870.45252,4415.20499,4177.52643,4047.9079,4470.0187,4477.79151,4050.37452,4224.4153,3991.42951,4058.93485,4539.74714,5108.3884,5024.19843,4570.75919,4267.30656,4185.2855,4419.1551,4534.79313,4146.55559,4191.37349,4004.32912,4080.20026,4422.64418,5182.13615,5289.80182,4656.57896,4237.23506,4184.62185,4528.01542,4416.16292,4145.5772,4137.07999,3963.7616,4214.93649,4783.52934,5342.82681,5195.88179,4634.8919,4253.63512,4165.22512,4431.78875,4526.98317,4093.80656,4214.03594,4058.09495,4223.28753,4624.77708,5073.37424,5093.16114,4592.97262,4215.14997,4165.87116,4560.13465,4522.39406,4068.5163,4236.38457,4047.6894,4246.86874,4429.29051,5114.13873,4959.15672,4598.11746,4308.85483,4309.0472,4556.06252,4595.90172,4089.68203,4272.08828,4025.87374,4170.91371,4536.34999,5018.6229,5252.29959,4773.09527,4462.13856,4308.19251,4610.88769,4654.87795,4196.04361,4287.64657,4012.89112,4246.15374,4783.42578,5406.92126,5258.29994,4668.65903,4341.97055,4223.86225,4721.28521,4627.10378,4062.86959,4356.69898,4085.52125,4319.69136,4773.53149,5420.74007,5247.78389,4786.56113,4320.92679,4193.39841,4635.35926,4646.72861,4212.70764,4445.07945,4139.0187,4470.54581,4985.71597,5550.18853,5500.23134,4901.66794,4469.04435,4436.61662,4692.93506,4731.51771,4256.60206,4565.28627,4184.12257,4408.91382,4593.51528,5479.72551,5672.63285,4895.74609,4565.6257,4416.77154,4750.3636,4706.33266,4382.15032,4429.54348,3972.53202,4417.2305,4760.2355,5526.2834,5567.12403,4784.25233,4526.36734,4266.64676,4711.56566,4643.65292,4294.83989,4457.2121,4236.40758,4426.35036,4976.1101,5625.17595,5609.94609,4919.77339,4409.13974,4231.00519,4521.59569,4714.55704,4303.7707,4575.24622,4259.49079,4345.09787,4889.40178,5687.3946,5598.63334,4816.99696,4351.75387,4358.59404,4862.10379,4827.87361,4312.12463,4642.15068,4296.40979,4373.72891,4476.21795,5441.50381,5740.93112,4875.40925,4456.30164,4150.44496,4769.46759,4867.69975
Connecticut,2760.24072,2438.15362,2577.05373,2238.10342,2363.02347,2660.78767,2674.32939,2987.35865,2398.94845,2364.72177,2337.41468,2740.62243,2647.23802,2355.12072,2503.95125,2333.966,2346.85668,2532.04556,3049.51903,3061.83016,2496.11123,2459.80771,2447.60316,2771.43948,2942.86502,2586.80738,2612.06881,2357.82988,2308.95429,2516.92599,2946.62517,3063.16815,2917.09532,2412.11394,2420.4093,2745.35475,3071.55043,2654.59959,2673.74871,2369.25816,2450.225,2728.96714,2931.9469,2968.42941,2599.96292,2441.63756,2494.47264,2829.81155,2967.07319,2555.51145,2758.43282,2349.43267,2383.29917,2886.47774,3196.27862,3278.41036,2690.14418,2585.76206,2491.16374,2953.04301,2782.054,2515.39011,2686.92901,2247.19281,2438.65905,2750.34085,3246.92348,3063.78835,2402.53112,2451.87455,2449.79483,2641.97484,2804.61369,2750.95679,2821.31045,2514.36501,2661.66045,2871.70624,3170.93953,3323.59917,2736.99618,2742.4701,2712.60171,3017.88769,2718.81064,2462.15563,2739.9352,2424.89176,2065.41852,2671.45916,3056.2907,2661.37322,2724.02201,2374.15967,2382.54946,2675.47803,2838.96057,2666.29526,2501.66082,2276.01455,2204.34897,2287.89692,2623.19065,2784.29036,2537.63403,2281.63583,2171.22838,2542.60766,2848.00557,2466.52968,2442.71052,2240.76074,2130.52141,2577.60034,2957.32863,3010.47764,2685.62364,2236.19749,2214.43515,2581.57518,2780.3088,2390.92709,2436.33157,2260.62674,2300.76968,2502.91497,2893.14918,2995.18851,2518.71177,2240.71511,2153.06605,2386.28354,2616.52417,2415.61049,2355.58939,2128.34834,2183.96992,2397.05386,2968.00875,3037.22457,2591.45632,2148.33165,2198.79641,2451.42415,2635.47953,2560.13098,2383.80558,2340.50527,2138.69009,2436.41537,3086.00364,2832.04583,2505.32002,2136.39545,2165.82605,2603.89821,2785.95982,2635.43642,2472.28432,2227.61257,2182.97413,2294.33634,2754.11027,2643.90172,2505.92628,2108.25316,2221.73406,2521.93092,2676.48476,2681.91223,2553.94911,2303.63716,2040.4573,2375.31549,2756.02111,2828.45559,2702.93428,2174.69514,2071.61128,2310.68157,2552.68299,2374.06217,2301.29219,2180.41503,2019.62906,2446.16189,2736.03636,3044.42267,2695.88611,2094.29364,2079.39055,2406.81435,2544.14648,2249.81122,2269.41221,2193.27841,2007.51237,2353.94314,2718.50215,2662.94617,2291.30116,2133.74628,2183.97592,2526.95448,2708.29273,2188.12073,2264.18494,2087.63539,2189.69972,2261.93779,2980.47171,2982.75622,2358.16643,2182.42043,2211.48435,2418.75455,2587.30618,2234.40425,2307.97728,1978.50534,2020.99499,2244.38124,3040.74626,2635.85673,2134.38929,2054.95304,2138.18121,2522.30021,2378.92267,2174.21418,2092.07214,1845.31151,1904.14195,2428.9294,3022.02301,2664.81751,2203.68056,2000.05523,2013.66452,2385.84033,2476.11385,2284.37517,2165.24905,1922.72691,2012.43219,2569.23182,2521.69274,2973.4337,2358.78852,2042.29956,2095.33719,2315.92531,2615.2607,2219.15954,2199.92415,1927.36947,2123.74115,2300.23031,2918.75333,2870.31483,2153.24201,2021.74742,2047.53445,2369.86863,2266.14715,2085.46219,2133.73207,1892.94474,1977.00745,2096.83117,2988.01217,2493.97365,2248.83947,2015.09188,2081.74485,2278.37943,2455.06343
